,ACCT_NUM,ATA,AID,BPOA,EPOA,A,MAIN,SUB,GWA_TAS_NAME,Agency AID,Agency Name,ADMIN_ORG,Admin Org Name,FR Entity Type,FR Entity Description,Financial Indicator Type2,FIN_IND_TYP2 description,Function Code,Function Description,Sub Function Code,Sub Function Description,DT_TM_ESTAB,DT_END
9244,63309, ,075,2015,2015, ,0379,000,"Retirement Pay and Medical Benefits for Commissioned Officers, Office of the Assistant Secretary for Health, Health and Human Services",075,Department of Health & Human Services,03,Health Resources & Services Administration,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9245,63282, ,075,2015,2015, ,0390,000,"Indian Health Services, Indian Health Service, Health and Human Services",075,Department of Health & Human Services,10,Indian Health Service,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9246,63310, ,075,2015,2015, ,0509,000,"Patient Protection and Affordable Care - Program Management, Centers for Medicare and Medicaid, Health and Human Services                                                                                                                       ",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9247,63283, ,075,2015,2015, ,0511,000,"Program Management, Centers for Medicare and Medicaid Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9248,63311, ,075,2015,2015, ,0515,000,"State Children's Health Insurance Fund, Centers for Medicare and Medicaid Services, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9249,63312, ,075,2015,2015, ,0516,000,"State Grants and Demonstration, Centers for Medicare and Medicaid Services, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9250,63313, ,075,2015,2015, ,0519,000,"Quality Improvements Organizations, Centers for Medicare and Medicaid, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,570,Medicare,571,Medicare,10/01/2014,
9251,63314, ,075,2015,2015, ,0580,000,"Payments to Health Care Trust Funds, Centers for Medicare and Medicaid Services, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,570,Medicare,571,Medicare,10/01/2014,
9252,63284, ,075,2015,2015, ,0600,000,"Salaries and Expenses, Food and Drug Administration, Health and Human Services",075,Department of Health & Human Services,06,Food & Drug Administration,7500,Department of Health and Human Services, , ,550,Health,554,Consumer and occupational health and safety,10/01/2014,
9253,63315, ,075,2015,2015, ,0807,000,"National Library of Medicine, National Institutes of Health",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9254,63316, ,075,2015,2015, ,0819,000,"John E. Fogarty International Center, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9255,63317, ,075,2015,2015, ,0843,000,"National Institute on Aging, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9256,63318, ,075,2015,2015, ,0844,000,"National Institute of Child Health and Human Development, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9257,63319, ,075,2015,2015, ,0846,000,"Office of the Director, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9258,63320, ,075,2015,2015, ,0849,000,"National Cancer Institute, National Institutes of Health",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9259,63321, ,075,2015,2015, ,0851,000,"National Institute of General Medical Sciences, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9260,63322, ,075,2015,2015, ,0862,000,"National Institute of Environmental Health Sciences, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9261,63323, ,075,2015,2015, ,0872,000,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9262,63324, ,075,2015,2015, ,0873,000,"National Institute of Dental and Craniofacial Research, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9263,63325, ,075,2015,2015, ,0875,000,"National Center for Advancing Translational Sciences, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9264,63326, ,075,2015,2015, ,0884,000,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9265,63327, ,075,2015,2015, ,0885,000,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Health and Human Services                                                                                                                                 ",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9266,63328, ,075,2015,2015, ,0886,000,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9267,63329, ,075,2015,2015, ,0887,000,"National Eye Institute, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9268,63330, ,075,2015,2015, ,0888,000,"National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9269,63331, ,075,2015,2015, ,0889,000,"National Institute of Nursing Research, National Institutes of Health",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9270,63332, ,075,2015,2015, ,0890,000,"National Institute on Deafness and Other Communication Disorders, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9271,63333, ,075,2015,2015, ,0891,000,"National Human Genome Research Institute, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9272,63334, ,075,2015,2015, ,0892,000,"National Institute of Mental Health, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9273,63335, ,075,2015,2015, ,0893,000,"National Institute on Drug Abuse, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9274,63336, ,075,2015,2015, ,0894,000,"National Institute on Alcohol Abuse and Alcoholism, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9275,63337, ,075,2015,2015, ,0896,000,"National Center for Complementary and Integrative Health, National Institute of Health, Health and Human Services                                                                                                                               ",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9276,63338, ,075,2015,2015, ,0897,000,"National Center on Minority Health and Health Disparities, National Institutes of Health, Health and Human Services                                                                                                                             ",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9277,63339, ,075,2015,2015, ,0898,000,"National Institute of Biomedical Imaging and Bioengineering, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9278,63285, ,075,2015,2015, ,0943,000,"CDC-Wide Activities and Program Support, Centers for Disease Control and Prevention, Health and Human Services",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9279,63340, ,075,2015,2015, ,0944,000,"Toxic Substances and Environmental Public Health, Agency for Toxic Substances and Disease Registry, Health and Human Services                                                                                                                   ",075,Department of Health & Human Services,21,Agency for Toxic Subtances and Disease Registry,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9280,63341, ,075,2015,2015, ,0946,000,"World Trade Center Health Program Fund, Centers for Disease Control and Prevention, Health and Human Services",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9281,63342, ,075,2015,2015, ,0947,000,"Environmental Health, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                                     ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9282,63343, ,075,2015,2015, ,0948,000,"Chronic Disease Prevention and Health Promotion, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                          ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9283,63344, ,075,2015,2015, ,0949,000,"Emerging and Zoonotic Infectious Diseases, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9284,63345, ,075,2015,2015, ,0950,000,"HIV/AIDS, Viral Hepatitis, Sexually Transmitted Diseases, and Tuberculosis Prevention, Centers for Disease Control and Prevention, Health and Human Services                                                                                    ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9285,63346, ,075,2015,2015, ,0951,000,"Immunization and Respiratory Diseases, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                    ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9286,63347, ,075,2015,2015, ,0952,000,"Injury Prevention and Control, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                            ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9287,63348, ,075,2015,2015, ,0953,000,"National Institute of Occupational Safety and Health, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                     ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9288,63349, ,075,2015,2015, ,0955,000,"Global Health, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                                            ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9289,63350, ,075,2015,2015, ,0956,000,"Public Health Preparedness and Response, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                  ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9290,63351, ,075,2015,2015, ,0958,000,"Birth Defects, Developmental Disabilities, Disabilities and Health, Centers for Disease Control and Prevention, Health and Human Services                                                                                                       ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9291,63352, ,075,2015,2015, ,0959,000,"Public Health Scientific Services, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                        ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9292,63353, ,075,2015,2015, ,1362,000,"Health Surveillance and Program Support, Substance Abuse and Mental Health Services Administration, Health and Human Services",075,Department of Health & Human Services,30,Substance Abuse and Mental Health Services Administration,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9293,63354, ,075,2015,2015, ,1363,000,"Mental Health, Substance Abuse and Mental Health Services Administration, Health and Human Services                                                                                                                                             ",075,Department of Health & Human Services,30,Substance Abuse and Mental Health Services Administration,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9294,63355, ,075,2015,2015, ,1364,000,"Substance Abuse Treatment, Substance Abuse and Mental Health Administration, Health and Human Services                                                                                                                                          ",075,Department of Health & Human Services,30,Substance Abuse and Mental Health Services Administration,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9295,63356, ,075,2015,2015, ,1365,000,"Substance Abuse Prevention, Substance Abuse and Mental Health Administration, Health and Human Services                                                                                                                                         ",075,Department of Health & Human Services,30,Substance Abuse and Mental Health Services Administration,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9296,63357, ,075,2015,2015, ,1502,000,"Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9297,63394,075,075,2015,2015, ,1503,009,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9298,63358, ,075,2015,2015, ,1503,000,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9299,63359, ,075,2015,2015, ,1512,000,"Promoting Safe and Stable Families, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,500,"Education, Training, Employment, and Social Services",506,Social services,10/01/2014,
9300,62821,014,075,2015,2015, ,1515,020,"Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services",014,Department of the Interior,20,Bureau of Indian Affairs and Bureau of Indian Education,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9301,63360, ,075,2015,2015, ,1515,000,"Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9302,63361, ,075,2015,2015, ,1522,000,"Contingency Fund for State Welfare Programs, Administration for Children and Families, Health and Human Services                                                                                                                                ",075,Department of Health & Human Services,01,Office of the Secretary,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9303,63362, ,075,2015,2015, ,1534,000,"Social Services Block Grant, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,500,"Education, Training, Employment, and Social Services",506,Social services,10/01/2014,
9304,63363, ,075,2015,2015, ,1536,000,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,500,"Education, Training, Employment, and Social Services",506,Social services,10/01/2014,
9305,63391,075,075,2015,2015, ,1536,001,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,01,Office of the Secretary,7500,Department of Health and Human Services, , ,500,"Education, Training, Employment, and Social Services",506,Social services,10/01/2014,
9306,63364, ,075,2015,2015, ,1545,000,"Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9307,62822,014,075,2015,2015, ,1550,020,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",014,Department of the Interior,20,Bureau of Indian Affairs and Bureau of Indian Education,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9308,63365, ,075,2015,2015, ,1550,000,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9309,63366, ,075,2015,2015, ,1552,000,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9310,62823,014,075,2015,2015, ,1552,020,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",014,Department of the Interior,20,Bureau of Indian Affairs and Bureau of Indian Education,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9311,63367, ,075,2015,2015, ,1553,000,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9312,63368, ,075,2015,2015, ,1700,000,"Healthcare Research and Quality, Healthcare Research and Quality, Health and Human Services",075,Department of Health & Human Services,33,Agency for Healthcare Research and Quality,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9313,63369, ,075,2015,2015, ,1806,000,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,570,Medicare,571,Medicare,10/01/2014,
9314,63370, ,075,2015,2015, ,3902,000,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services                                                                                                                                                            ",075,Department of Health & Human Services,01,Office of the Secretary,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9315,63979, ,075,2015,2015, ,5736,000,"10-Year Pediatric Research Initiative Fund, National Institutes of Health, Health and Human Services                                                                                                                                            ",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9316,63371, ,075,2015,2015, ,8308,000,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,570,Medicare,571,Medicare,10/01/2014,
9317,63286, ,075,2015,2015, ,8393,000,"Health Care Fraud and Abuse Control Account, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,570,Medicare,571,Medicare,10/01/2014,
9318,63372, ,075,2015,2016, ,0128,000,"Office of the Inspector General, Office of the Secretary, Health and Human Services",075,Department of Health & Human Services,01,Office of the Secretary,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9319,63373, ,075,2015,2016, ,0140,000,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services",075,Department of Health & Human Services,01,Office of the Secretary,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9320,63374, ,075,2015,2016, ,0350,000,"Health Resources and Services, Health Resources and Services Administration, Health and Human Services",075,Department of Health & Human Services,03,Health Resources & Services Administration,7500,Department of Health and Human Services,P,Program,550,Health,551,Health care services,10/01/2014,
9321,63699, ,075,2015,2016, ,0516,000,"State Grants and Demonstrations, Centers for Medicare and Medicaid Services, Health and Human Services                                                                                                                                          ",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9322,63375, ,075,2015,2016, ,0807,000,"National Library of Medicine, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9323,64678, ,075,2015,2016, ,0843,000,"National Institute on Aging, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9324,64679, ,075,2015,2016, ,0844,000,"National Institute of Child Health and Human Development, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9325,64680, ,075,2015,2016, ,0849,000,"National Cancer Institute, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9326,64681, ,075,2015,2016, ,0872,000,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9327,64682, ,075,2015,2016, ,0875,000,"National Center for Advancing Translational Sciences, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9328,64683, ,075,2015,2016, ,0884,000,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9329,64003, ,075,2015,2016, ,0885,000,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9330,64684, ,075,2015,2016, ,0886,000,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9331,64685, ,075,2015,2016, ,0891,000,"National Human Genome Research Institute, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9332,64686, ,075,2015,2016, ,0892,000,"National Institute of Mental Health, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9333,64687, ,075,2015,2016, ,0893,000,"National Institute on Drug Abuse, National Institutes of Health, Health and Human Services",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9334,63376, ,075,2015,2016, ,0943,000,"CDC-Wide Activities and Program Support, Centers for Disease Control, Health and Human Services",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9335,63377, ,075,2015,2016, ,0955,000,"Global Health, Centers for Disease Control and Prevention, Health and Human Services                                                                                                                                                            ",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9336,64080, ,075,2015,2016, ,1362,000,"Health Surveillance and Program Support, Substance Abuse and Mental Health Services Administration, Health and Human Services",075,Department of Health & Human Services,30,Substance Abuse and Mental Health Services Administration,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9337,69521, ,075,2015,2016, ,1502,000,"Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9338,62824,014,075,2015,2016, ,1516,020,"Bureau of Indian Affairs, Interior                                                                                                                                                                                                              ",014,Department of the Interior,20,Bureau of Indian Affairs and Bureau of Indian Education,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9339,63378, ,075,2015,2016, ,1536,000,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,500,"Education, Training, Employment, and Social Services",506,Social services,10/01/2014,
9340,68478, ,075,2015,2016, ,1550,000,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9341,63379, ,075,2015,2016, ,1700,000,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",075,Department of Health & Human Services,33,Agency for Healthcare Research and Quality,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9342,63380, ,075,2015,2016, ,3966,000,"Management Fund, National Institutes of Health",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9343,63381, ,075,2015,2016, ,8393,000,"Health Care Fraud and Abuse Control Account, Department of Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,570,Medicare,571,Medicare,10/01/2014,
9344,63382, ,075,2015,2017, ,0140,000,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services",075,Department of Health & Human Services,01,Office of the Secretary,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9345,63383, ,075,2015,2017, ,0356,000,"Ryan White HIV/AIDS Program, Health Resources and Services Administration, Health and Human Services                                                                                                                                            ",075,Department of Health & Human Services,03,Health Resources & Services Administration,7500,Department of Health and Human Services,P,Program,550,Health,551,Health care services,10/01/2014,
9346,63287, ,075,2015,2017, ,0600,000,"Salaries and Expenses, Food and Drug Administration",075,Department of Health & Human Services,06,Food & Drug Administration,7500,Department of Health and Human Services, , ,550,Health,554,Consumer and occupational health and safety,10/01/2014,
9347,63288, ,075,2015,2017, ,0943,000,"CDC-Wide Activities and Program Support, Centers for Disease Control and Prevention, Health and Human Services",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9348,63384, ,075,2015,2017, ,1503,000,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",075,Department of Health & Human Services,15,Administration for Children & Families,7500,Department of Health and Human Services, , ,600,Income Security,609,Other income security,10/01/2014,
9349,63385, ,075,2015,2017, ,3966,000,"Management Fund, National Institutes of Health",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9350,64458, ,075,2015,2018, ,0511,000,"Program Management, Centers for Medicare and Medicaid Services, Health and Human Services",075,Department of Health & Human Services,05,Centers for Medicare and Medicaid Services,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9351,63978, ,075,2015,2019, ,0140,000,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services",075,Department of Health & Human Services,01,Office of the Secretary,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9352,64578, ,075,2015,2019, ,0343,000,"Covered Countermeasure Process Fund, Health Resources and Services Administration, Health and Human Services ",075,Department of Health & Human Services,03,Health Resources & Services Administration,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
9353,63386, ,075,2015,2019, ,0838,000,"Buildings and Facilities, National Institutes of Health, Health and Human Services                                                                                                                                                              ",075,Department of Health & Human Services,08,National Institutes of Health,7500,Department of Health and Human Services, , ,550,Health,552,Health research and training,10/01/2014,
9354,63387, ,075,2015,2019, ,0943,000,"CDC-Wide Activities and Program Support, Centers for Disease Control, Health and Human Services",075,Department of Health & Human Services,09,Centers for Disease Control,7500,Department of Health and Human Services, , ,550,Health,551,Health care services,10/01/2014,
